Country_Name,Country_Code,year,surface_pct
Romania,ROU,2017,30.11582928
Slovak Republic,SVK,2017,40.05615641
Slovenia,SVN,2017,61.7699783
Sweden,SWE,2017,68.69460607
Austria,AUT,2018,47.16396025
Belgium,BEL,2018,22.76420079
Bulgaria,BGR,2018,35.62085483
Cyprus,CYP,2018,18.67640693
Czech Republic,CZE,2018,34.63044041
Germany,DEU,2018,32.68361097
Denmark,DNK,2018,15.664
Spain,ESP,2018,37.15664678
Estonia,EST,2018,56.09385783
Finland,FIN,2018,73.73321927
France,FRA,2018,31.20442255
United Kingdom,GBR,2018,13.11536395
Greece,GRC,2018,30.26997673
Croatia,HRV,2018,34.17759321
Hungary,HUN,2018,22.5281613
Ireland,IRL,2018,11.23559297
Italy,ITA,2018,31.76875021
Lithuania,LTU,2018,35.0950024
Luxembourg,LUX,2018,36.50205761
Latvia,LVA,2018,54.80834273
Malta,MLT,2018,1.4375
Netherlands,NLD,2018,10.91862192
Poland,POL,2018,30.89460104
Portugal,PRT,2018,36.15499489
Romania,ROU,2018,30.11582928
Slovak Republic,SVK,2018,40.05615641
Slovenia,SVN,2018,61.67438072
Sweden,SWE,2018,68.69460607
